idno,country,polnews,internet,trust1,trust2,trust3,polint,trustparl,trustlegal,trustpolice,trustpols,trustparties,trusteuparl,trustun,leftright,satlife,satecon,satgov,equality,happy,unsafe,badhealth,natattach,eurattach,relig,religatt,prayer,becomeold,gender,age,marital,domicile,education,working
15575,uk,65,300,7,8,8,1,7,8,6,7,5,5,6,1,5,2,0,1,7,1,3,8,8,3,7,7,75,2,47,,1,15,1
15613,uk,900,180,6,5,8,3,5,9,10,5,5,5,6,0,7,4,5,2,9,2,1,9,9,9,2,1,60,2,20,6,3,12,1
15660,uk,90,210,10,10,10,1,7,10,9,7,5,8,1,3,8,6,4,4,8,1,3,9,2,6,4,2,70,1,38,6,3,13,1
15662,uk,30,60,5,7,5,2,6,6,7,7,7,6,6,,9,8,7,2,8,2,2,10,6,9,5,1,70,2,30,,4,13,1
15670,uk,60,120,8,8,6,1,5,9,9,6,3,8,8,4,10,4,1,2,10,1,2,7,7,8,3,1,80,1,72,,3,20,0
15673,uk,120,240,5,7,6,2,2,4,6,3,3,1,5,7,7,8,2,3,8,2,2,9,3,3,5,7,65,1,48,,4,14,1
15674,uk,0,180,5,8,9,4,0,10,10,0,0,0,0,10,10,5,3,2,10,3,1,1,1,0,7,7,65,2,22,6,3,12,0
15726,uk,0,,5,7,6,2,5,5,5,6,7,,8,9,9,7,8,2,9,2,3,10,0,2,7,4,70,2,70,,3,11,1
15884,uk,0,180,5,7,7,3,5,6,9,5,4,4,5,5,6,6,6,2,6,1,2,8,6,2,7,7,70,2,32,,4,11,1
15909,uk,60,600,0,0,3,3,3,8,10,5,3,7,9,6,8,6,6,4,8,1,1,8,5,0,7,7,80,1,41,,3,15,1
15969,uk,180,90,3,5,5,1,5,6,8,5,5,7,8,6,8,4,1,1,8,4,1,9,9,0,7,7,0,1,67,,3,11,0
15989,uk,20,120,5,7,7,3,5,5,8,5,5,5,5,5,8,6,5,3,8,2,2,7,7,3,7,7,80,2,36,,2,13,1
15999,uk,0,180,10,9,10,3,9,8,8,9,8,8,9,3,10,10,7,3,10,2,1,10,9,7,4,1,89,1,25,6,3,13,1
16001,uk,60,360,6,7,3,2,7,7,7,7,6,7,7,3,7,4,5,2,7,2,1,10,7,0,6,7,65,1,33,,3,13,1
16012,uk,180,540,8,9,6,1,4,6,6,2,2,6,6,2,6,5,0,1,6,2,2,0,7,1,6,1,70,1,46,6,2,20,1
16015,uk,60,60,5,5,5,2,0,5,8,1,2,0,5,7,5,5,3,3,5,2,1,7,2,5,7,6,75,2,52,,3,11,1
16042,uk,60,300,5,5,7,2,7,10,10,5,7,0,9,10,10,7,7,1,10,1,3,10,0,3,5,4,72,2,54,,3,11,1
16068,uk,120,60,3,4,2,1,3,8,5,1,2,4,5,4,7,4,3,2,7,2,2,7,6,8,5,1,65,2,39,6,1,12,1
16102,uk,30,240,5,7,4,2,6,7,9,4,4,5,2,5,6,5,6,2,6,2,2,4,6,4,5,6,65,1,32,6,3,18,0
16150,uk,120,120,1,2,4,3,2,2,2,2,2,2,2,4,4,4,2,2,4,3,3,3,0,1,7,3,70,2,54,6,3,11,1
16173,uk,15,210,7,5,5,2,3,4,4,1,0,2,,2,10,3,6,1,10,1,1,4,7,0,7,7,0,1,65,,4,21,1
16262,uk,0,600,5,4,7,4,8,3,3,3,2,3,3,4,3,4,4,1,5,1,1,0,0,0,7,7,75,2,27,6,4,11,0
16293,uk,60,,5,8,10,2,0,8,5,0,,0,3,5,10,0,0,1,10,1,2,10,2,8,2,1,80,1,85,5,4,9,0
16353,uk,60,150,8,8,7,2,6,7,8,4,5,6,8,3,7,6,4,2,8,2,1,7,6,4,5,6,70,2,36,,3,20,1
16463,uk,10,150,6,7,7,3,3,3,3,2,2,0,4,5,7,5,2,4,6,1,3,2,2,1,7,7,55,1,61,,5,20,1
16464,uk,0,60,5,5,5,4,5,5,9,5,5,5,6,5,10,5,5,3,10,2,1,6,4,1,7,7,50,2,26,6,1,14,0
16470,uk,30,180,5,7,3,2,4,7,8,3,3,1,6,7,6,5,6,2,7,1,2,8,3,0,7,7,70,1,51,4,3,11,1
16472,uk,0,180,5,7,6,4,5,6,7,6,5,5,6,5,7,4,6,3,6,2,3,6,6,6,6,1,65,2,63,,1,11,1
16506,uk,120,15,7,7,7,1,7,4,5,8,5,5,8,7,9,4,7,4,9,2,4,9,7,9,3,1,70,1,85,5,2,14,0
16532,uk,45,60,9,9,8,1,6,7,8,4,5,5,6,3,10,8,6,1,9,1,1,10,10,0,7,7,80,2,68,4,3,20,0
16583,uk,120,360,0,8,5,4,5,5,5,5,5,5,5,5,10,5,5,2,10,3,2,7,10,0,7,6,50,2,20,6,3,15,0
16590,uk,210,60,4,4,5,2,6,7,10,4,4,3,7,8,9,5,5,1,10,3,2,10,5,6,6,6,70,2,64,,2,10,0
16592,uk,30,240,5,7,4,2,6,6,8,5,5,3,6,5,5,2,4,1,7,2,2,9,3,1,7,7,70,1,48,6,2,13,1
16631,uk,180,120,7,6,6,2,6,7,8,6,6,3,6,6,8,7,4,4,9,2,2,10,8,6,4,6,70,1,72,,4,20,0
16638,uk,60,120,3,4,4,4,0,5,5,0,0,0,6,7,7,3,4,2,8,2,3,7,2,0,7,7,65,1,55,6,3,11,1
16643,uk,300,180,5,5,5,2,10,10,8,5,5,8,5,10,8,8,8,2,8,2,1,10,6,10,3,3,8,1,30,6,3,12,1
16680,uk,30,480,7,5,7,3,5,8,8,5,4,4,7,5,8,7,5,2,9,2,3,8,3,2,7,7,80,1,34,,3,11,1
16809,uk,45,120,4,6,8,2,7,8,7,7,6,6,8,5,7,5,8,1,7,2,3,8,3,4,7,5,78,2,59,4,4,16,1
16863,uk,105,245,4,7,7,2,6,9,9,4,5,2,7,7,9,5,3,3,9,2,2,9,6,7,5,7,83,1,79,,3,16,0
16889,uk,120,120,7,7,5,1,3,5,6,5,5,6,5,5,8,2,0,1,7,2,1,0,7,0,7,7,70,1,69,,4,17,0
16916,uk,0,240,0,7,5,4,0,5,5,0,0,0,0,,6,0,0,2,6,2,4,0,0,0,7,7,70,1,41,,4,11,0
16961,uk,60,600,2,4,2,1,3,3,5,2,1,1,3,5,9,6,7,2,10,1,2,8,4,,7,7,75,1,66,4,3,15,1
16962,uk,0,210,8,7,5,3,3,7,7,4,2,4,4,5,9,6,4,2,9,1,1,7,7,0,7,7,80,2,35,6,3,13,1
16976,uk,120,120,5,8,8,2,8,8,8,6,6,6,8,,8,8,7,3,9,2,2,8,7,8,4,1,70,2,69,,4,16,0
17002,uk,845,,5,3,6,4,2,6,9,,5,9,4,6,7,9,9,1,7,2,3,3,4,0,6,6,80,2,60,,1,12,0
17036,uk,120,,5,5,10,4,0,,0,2,0,0,,,6,0,0,3,6,4,4,5,0,5,7,7,90,2,75,5,1,11,0
17047,uk,15,90,5,6,7,3,7,9,10,8,7,7,7,5,10,7,8,2,10,1,1,9,9,3,7,7,65,2,70,,4,11,0
17055,uk,60,120,6,4,3,2,7,9,10,6,6,3,4,5,7,6,6,1,9,2,1,9,3,5,5,1,75,1,34,,2,24,1
17086,uk,180,,6,5,7,1,7,4,7,2,2,0,7,8,4,4,4,3,5,2,3,8,2,3,7,7,80,2,79,4,3,30,0
17149,uk,60,600,5,5,5,2,3,7,10,4,4,4,7,7,7,8,8,1,8,1,1,10,4,0,7,7,75,1,30,6,3,12,1
17151,uk,60,,4,5,8,3,6,4,8,5,8,6,6,5,10,7,7,2,10,2,2,9,3,5,6,7,73,2,68,,5,10,1
17154,uk,120,60,7,7,8,2,7,5,8,6,6,0,6,9,10,7,7,3,8,3,1,10,0,6,6,6,70,2,79,5,3,13,0
17184,uk,,,,,,4,4,3,4,4,3,0,4,,4,5,4,4,3,2,3,6,3,0,6,7,68,1,54,,4,14,1
17203,uk,0,,7,7,9,4,5,5,9,5,5,3,5,5,10,8,8,4,10,1,1,7,7,4,6,3,80,2,31,6,3,14,0
17228,uk,20,30,6,7,6,3,4,8,8,4,4,3,6,,7,6,3,2,7,1,3,8,5,2,7,7,70,2,50,6,3,13,1
17279,uk,120,180,9,9,8,1,2,3,3,2,2,3,2,3,9,0,0,1,9,1,1,3,5,0,7,7,65,1,68,,4,17,0
17294,uk,30,300,7,7,6,2,6,5,6,5,4,4,4,5,9,6,5,1,8,2,1,4,4,2,7,7,80,2,43,6,3,13,1
17320,uk,120,300,6,3,5,1,5,3,9,1,1,0,3,5,8,3,0,4,10,1,1,10,2,5,6,6,80,1,42,6,4,11,1
17352,uk,120,60,3,5,4,2,5,3,7,3,4,3,5,5,7,2,2,4,8,2,3,4,4,6,7,6,70,1,67,5,3,13,0
17385,uk,60,240,6,7,9,1,8,7,8,3,3,6,6,7,8,8,6,4,8,2,1,10,10,3,6,7,75,1,34,6,1,18,1
17415,uk,60,360,6,8,5,2,,7,7,,,,9,,9,5,,2,9,2,3,8,8,0,7,7,70,2,42,,2,18,1
17494,uk,0,180,5,5,7,4,0,0,0,0,0,0,0,,1,2,2,2,2,2,4,1,1,0,6,7,65,1,38,,4,14,0
17610,uk,60,120,8,7,6,1,5,7,7,6,4,6,6,6,8,3,1,2,7,1,1,7,8,5,5,6,75,1,56,5,1,19,1
17615,uk,120,,8,8,8,1,3,6,7,4,4,0,5,6,8,6,5,3,9,2,2,10,0,4,7,6,70,1,,4,2,7,0
17661,uk,1,240,7,7,7,2,1,8,8,5,4,6,7,4,6,2,0,3,6,1,2,9,8,2,6,6,70,2,45,4,4,18,1
17720,uk,60,,5,5,8,2,0,5,5,0,0,0,2,3,5,0,0,2,5,2,1,1,5,5,7,7,60,1,50,1,3,10,1
17730,uk,180,,4,5,6,2,0,5,4,2,1,2,6,5,4,3,2,3,8,2,2,6,5,2,6,6,70,1,63,4,3,12,0
17745,uk,60,180,7,6,8,2,4,8,8,4,4,3,6,3,8,5,4,2,8,1,1,6,6,2,7,7,70,1,32,6,4,16,1
17750,uk,0,120,6,7,10,4,5,6,7,4,4,4,6,5,9,6,6,2,9,4,2,9,5,6,7,7,80,1,62,,2,12,1
17753,uk,60,180,4,2,3,2,3,8,8,5,5,8,8,5,7,7,0,4,8,2,2,3,6,5,5,6,75,2,37,,4,18,1
17769,uk,60,,5,8,8,1,5,7,8,5,3,3,5,5,8,3,2,3,9,3,2,9,9,10,7,1,90,2,44,6,3,11,0
17779,uk,60,660,3,4,3,3,4,7,9,4,4,4,5,,7,6,5,1,7,4,5,8,8,0,7,7,80,2,26,6,4,16,1
17841,uk,915,,1,3,5,3,2,8,10,1,1,5,9,7,9,9,4,4,9,3,3,9,10,3,4,1,80,2,,5,2,17,0
17862,uk,720,180,2,5,5,3,0,5,9,2,2,2,7,4,2,3,0,4,10,4,4,10,8,5,7,7,68,2,66,5,3,14,0
17898,uk,1200,120,4,4,3,2,7,6,8,4,8,8,9,7,9,5,5,3,10,2,2,10,4,3,6,7,65,1,73,,1,10,0
17943,uk,360,120,6,6,4,2,8,6,8,4,7,3,7,7,6,4,6,2,7,2,3,9,6,2,7,7,70,2,44,6,2,20,1
17981,uk,60,360,3,7,7,3,6,8,8,4,6,4,8,,8,6,6,3,8,1,2,7,5,3,6,6,67,2,51,,4,16,1
18007,uk,30,60,7,7,8,3,6,3,8,4,4,2,,,6,6,5,2,4,3,2,8,4,0,7,7,70,2,65,5,2,12,1
18013,uk,60,,6,5,8,4,0,7,1,0,6,0,7,10,10,5,5,3,7,3,2,10,0,0,7,1,75,1,89,,3,9,0
18014,uk,15,120,6,7,7,3,7,6,7,4,4,4,5,5,8,6,4,3,8,2,1,6,5,2,6,7,70,1,36,,2,16,1
18059,uk,60,120,5,4,5,1,7,7,7,6,7,7,8,6,8,7,4,2,8,1,2,4,4,4,6,6,67,1,39,,3,17,1
18076,uk,0,,5,7,8,4,9,8,9,5,5,4,7,5,10,5,7,3,10,3,1,8,2,10,3,1,65,2,86,5,3,9,0
18106,uk,20,300,7,7,6,1,6,8,8,6,7,7,7,3,8,5,2,2,8,2,1,8,8,3,5,6,65,1,34,,1,22,1
18118,uk,180,60,6,7,6,2,7,8,9,5,3,6,5,8,7,5,6,5,6,1,1,10,7,3,4,7,80,1,34,,2,17,1
18132,uk,30,120,8,8,7,2,5,8,9,4,5,5,6,3,9,4,5,4,9,2,2,8,6,2,5,7,75,2,47,1,3,18,1
18163,uk,60,120,7,6,7,1,7,8,8,7,6,7,9,4,7,6,4,1,7,1,1,7,8,0,7,6,65,1,57,,1,15,1
18186,uk,60,240,4,4,4,1,6,9,8,6,3,6,6,4,8,7,0,3,8,2,2,3,3,1,5,7,67,1,36,6,1,16,1
18217,uk,0,720,2,2,4,4,0,0,5,5,5,0,0,5,8,7,0,1,7,1,3,0,0,0,7,7,55,2,23,6,3,14,0
18233,uk,60,65,8,8,8,1,8,8,6,5,5,5,5,4,9,5,4,2,9,2,1,7,5,8,3,2,75,2,35,,4,17,0
18236,uk,90,60,8,8,6,2,7,8,8,7,7,4,8,6,8,6,4,2,8,3,3,8,7,8,3,1,80,2,69,6,3,15,0
18272,uk,120,180,7,7,7,2,5,7,8,3,4,4,3,2,9,4,2,2,9,1,2,9,6,3,7,7,0,1,47,,5,13,1
18273,uk,120,240,6,10,10,2,8,8,10,8,8,2,5,5,9,6,6,2,9,2,3,10,3,5,4,6,85,2,72,4,3,11,0
18289,uk,60,,1,10,8,3,0,2,8,0,0,0,3,5,3,2,5,2,5,8,3,2,0,0,7,7,70,1,,,2,19,0
18315,uk,60,60,5,5,5,1,5,6,7,5,5,4,3,6,6,5,5,3,4,2,2,6,4,2,5,7,70,2,36,,2,13,0
18349,uk,180,120,5,6,6,2,3,3,4,2,3,4,5,4,5,2,2,3,6,2,2,5,7,3,7,7,78,2,47,,2,22,0
18426,uk,60,480,1,7,7,1,2,6,7,1,0,5,4,5,10,6,0,4,9,1,1,7,7,10,5,7,70,1,25,6,2,19,1
18487,uk,360,120,10,2,10,2,0,1,1,0,0,0,0,,8,0,0,2,8,2,2,4,0,3,4,1,80,2,43,6,3,15,0
18511,uk,30,,5,5,7,2,5,5,5,5,5,,,8,6,5,6,3,5,2,2,10,1,3,6,4,86,2,,1,2,13,0
18519,uk,80,480,0,5,5,1,6,8,7,5,3,7,8,6,9,5,2,2,10,1,2,5,8,4,6,1,80,1,39,,4,18,1
18522,uk,240,,5,6,6,1,4,6,9,4,0,0,8,5,9,9,6,2,8,2,2,7,7,8,7,1,70,1,81,5,3,10,0
18550,uk,60,120,6,6,6,1,2,3,3,0,1,0,2,7,8,6,6,4,8,1,1,8,2,2,7,7,65,1,63,4,5,17,0
18552,uk,10,120,6,4,3,3,8,4,8,4,4,6,7,9,10,5,7,3,10,2,2,10,5,10,7,1,80,2,66,,3,11,1
18652,uk,90,150,7,5,4,1,2,7,5,1,1,1,8,6,9,7,7,4,9,3,1,10,8,8,5,2,80,2,45,,5,23,0
18678,uk,60,60,7,7,7,3,4,4,8,3,3,3,5,8,5,5,4,2,5,4,1,7,3,0,7,7,65,2,51,1,1,10,1
18707,uk,120,,8,8,7,3,4,8,8,3,2,2,5,7,10,6,5,2,7,2,1,7,7,1,5,7,70,2,41,,2,20,1
18773,uk,20,180,5,5,3,3,5,5,8,1,1,,,5,8,4,4,3,8,2,2,2,2,5,6,6,0,2,34,6,3,17,1
18784,uk,60,360,4,5,7,2,5,7,6,0,0,0,3,5,,3,2,3,,2,2,7,1,10,3,1,60,2,30,6,2,24,1
18819,uk,30,300,6,6,7,2,4,7,8,4,3,2,6,3,10,3,3,3,10,2,2,9,4,6,6,5,75,1,48,,3,15,1
18831,uk,30,60,4,5,7,2,5,0,0,4,5,0,2,5,2,3,6,3,3,2,3,10,8,4,5,3,70,2,62,5,4,11,0
18871,uk,60,480,5,6,7,2,4,5,6,4,5,6,6,4,6,6,4,2,6,2,2,6,5,0,7,7,70,1,26,6,2,16,1
18872,uk,60,60,9,9,9,1,8,9,9,4,4,4,7,3,9,7,1,2,9,1,1,7,5,0,5,7,70,2,47,,4,20,1
18982,uk,20,120,5,8,7,2,4,7,9,3,3,2,5,5,8,4,3,3,9,2,2,8,3,1,7,7,70,1,32,,1,15,1
18986,uk,60,30,7,7,7,2,5,7,8,5,2,1,5,7,8,8,4,4,8,2,1,9,3,2,6,7,80,1,68,,1,19,0
19032,uk,30,,5,5,6,3,7,7,5,5,5,5,7,,8,,5,2,8,2,3,10,10,9,2,2,75,2,78,5,4,10,0
19077,uk,0,90,3,5,2,1,9,8,4,1,1,2,0,,10,,,5,10,2,2,9,4,0,7,7,80,2,54,,3,12,1
19127,uk,60,360,5,5,7,2,6,10,10,0,0,6,6,5,7,0,0,2,7,1,1,0,7,0,7,7,0,1,28,,3,17,1
19128,uk,30,240,8,8,8,2,3,3,4,2,3,4,6,3,7,1,0,1,8,1,1,8,8,1,7,7,70,2,60,,4,12,1
19135,uk,60,,5,5,3,2,4,6,10,2,2,2,3,5,9,3,4,2,8,8,1,10,4,3,5,6,60,2,67,5,4,10,0
19213,uk,30,,7,6,4,3,0,5,7,0,0,0,0,5,10,7,0,2,10,4,3,10,2,8,3,2,70,2,85,5,3,8,0
19240,uk,45,60,7,6,8,3,5,9,9,4,3,5,7,3,7,4,4,2,8,1,3,2,6,4,7,7,60,1,46,,2,13,1
19253,uk,60,120,7,7,7,1,8,8,8,3,5,2,2,5,8,4,5,4,9,1,1,8,4,4,6,1,75,1,63,,4,17,1
19277,uk,20,120,5,7,3,2,6,9,10,4,6,6,8,7,7,0,3,2,8,3,1,9,10,2,6,7,80,2,17,6,5,11,0
19287,uk,60,60,8,8,8,2,7,6,8,5,5,5,6,5,8,6,5,2,8,1,3,8,5,5,6,4,0,1,67,,3,13,0
19300,uk,60,60,5,5,6,2,4,7,8,4,3,0,2,7,7,4,2,3,8,2,3,10,0,10,2,1,80,2,69,,3,10,0
19301,uk,60,60,7,7,8,2,7,8,7,6,7,4,8,9,9,8,7,5,9,2,1,7,7,8,4,1,75,2,78,4,3,13,0
19365,uk,0,120,1,1,2,4,0,4,3,0,0,0,0,5,8,3,,4,9,2,2,0,0,0,7,7,80,2,33,6,1,9,0
19367,uk,60,120,4,1,1,2,2,8,6,0,0,0,2,5,6,6,7,2,7,2,2,6,0,0,7,7,65,2,41,,2,15,1
19384,uk,5,30,6,5,4,3,3,1,4,0,1,5,5,5,10,5,5,2,9,1,2,2,0,2,7,7,75,1,28,6,3,11,1
19396,uk,0,300,7,8,7,3,5,7,9,5,5,4,6,6,10,6,4,2,9,2,1,10,7,0,7,7,55,1,26,6,4,17,1
19416,uk,900,600,9,8,7,3,6,5,6,6,6,6,8,7,5,6,4,3,5,1,2,5,7,1,7,7,60,2,52,6,4,15,1
19453,uk,600,480,8,8,7,1,6,8,8,7,7,8,6,0,7,4,2,2,7,2,2,7,8,4,7,7,70,2,43,6,1,16,1
19485,uk,30,270,8,8,8,2,3,4,6,4,4,0,5,1,6,3,2,2,6,2,3,2,2,4,6,4,70,1,54,,3,16,1
19511,uk,60,180,5,7,7,2,2,7,7,1,1,4,4,4,8,4,3,3,8,2,3,10,8,7,4,2,70,1,56,4,3,24,1
19526,uk,30,360,3,3,5,3,0,3,0,0,0,0,5,5,8,5,0,3,8,2,3,10,0,4,7,4,65,1,54,,4,12,1
19577,uk,60,240,5,6,8,2,5,7,6,6,7,7,7,,7,8,8,3,10,2,1,3,3,1,7,7,68,1,28,6,2,11,1
19671,uk,180,,5,5,5,3,7,6,8,7,5,5,5,2,8,5,3,2,8,2,4,7,2,5,7,1,55,2,90,5,2,9,0
19706,uk,120,,7,7,0,1,5,1,10,5,5,,10,0,5,3,7,1,3,4,4,10,5,10,6,1,70,2,,5,3,10,0
19722,uk,1200,1080,8,3,8,3,10,10,10,10,10,10,10,5,8,2,10,4,10,3,2,7,7,2,7,7,65,2,32,6,3,13,0
19768,uk,0,,2,3,4,2,,,0,0,0,0,0,10,10,10,0,4,8,3,2,10,,10,4,1,60,2,52,6,2,14,1
19841,uk,0,60,3,5,1,4,1,1,1,1,1,1,1,,7,5,1,2,7,2,4,1,1,1,7,7,70,2,40,6,3,17,1
19867,uk,0,1080,7,8,6,3,5,7,9,6,6,6,7,5,8,8,7,2,8,2,3,7,7,4,7,7,67,1,18,6,4,13,0
19868,uk,360,720,6,4,7,1,6,6,9,6,7,8,5,0,4,3,1,1,6,1,2,6,10,6,5,1,60,1,24,6,4,15,1
19924,uk,90,90,7,7,8,2,5,7,9,2,0,3,4,5,9,7,0,4,9,1,1,8,8,3,7,7,80,2,73,,4,10,0
19931,uk,60,,3,7,7,2,4,5,7,5,4,4,6,5,7,4,5,1,9,3,1,6,6,4,6,4,70,2,56,4,3,11,1
19940,uk,10,30,5,5,3,3,3,4,7,1,1,0,0,4,6,6,5,4,6,1,2,6,0,0,7,7,60,1,63,6,2,13,0
19942,uk,60,240,4,3,6,1,5,4,4,4,4,2,9,7,6,4,8,4,8,2,1,10,6,5,5,2,85,2,56,,3,12,0
20015,uk,120,,9,10,10,2,5,,10,5,5,,5,10,9,5,4,2,8,8,5,10,2,5,6,3,75,2,85,,2,11,0
20045,uk,120,420,3,3,3,1,4,4,9,2,4,4,8,4,9,2,2,2,9,1,2,6,7,1,5,7,70,1,44,,2,16,1
20056,uk,30,60,5,8,8,3,5,7,8,6,6,4,6,5,10,7,4,2,9,2,2,8,4,5,6,7,80,2,71,5,4,12,0
20107,uk,60,120,7,,8,1,8,8,8,7,,,,5,10,8,8,1,9,2,2,8,8,8,5,2,65,2,,,1,11,1
20108,uk,120,,5,7,7,1,5,3,8,4,5,3,5,7,10,6,7,2,10,2,1,8,5,8,3,,75,1,83,,3,12,0
20232,uk,60,180,4,5,7,2,1,1,4,2,2,1,2,4,5,1,1,1,7,3,4,10,9,10,3,1,70,2,61,,2,20,0
20233,uk,120,,2,9,7,2,3,4,8,4,4,1,6,5,8,5,5,2,6,3,2,9,3,2,7,7,65,2,76,5,3,12,0
20243,uk,0,600,5,5,5,4,6,6,6,6,6,6,6,,7,7,,2,7,2,1,6,4,10,2,2,80,1,18,6,2,13,0
20263,uk,30,,4,2,3,2,4,5,8,4,3,6,7,5,6,5,7,2,7,3,2,6,9,7,4,1,60,2,40,,3,21,1
20274,uk,0,,5,5,5,4,8,8,8,5,4,7,8,,8,5,4,2,5,3,4,6,4,3,6,6,75,2,,,2,10,0
20322,uk,60,360,6,6,6,2,7,7,6,6,6,6,8,8,7,7,6,2,8,1,2,8,8,0,7,7,65,1,58,,3,13,1
20339,uk,0,60,7,5,3,4,0,0,5,0,0,0,0,5,6,0,0,2,7,4,4,1,0,8,2,1,75,2,74,5,4,10,0
20381,uk,0,60,1,5,5,2,0,5,8,0,0,0,0,0,10,0,0,1,10,1,1,10,0,0,7,7,90,2,61,4,4,17,1
20389,uk,5,,8,8,5,2,8,9,10,7,7,0,8,,10,7,7,4,9,3,2,10,0,6,6,3,70,2,84,5,3,7,0
20393,uk,60,300,7,6,4,2,3,3,5,3,2,2,2,5,6,5,4,2,8,2,1,6,9,7,6,6,80,2,23,6,3,19,1
20448,uk,120,,2,3,4,2,2,7,7,2,2,2,3,,5,,5,2,4,3,4,8,0,1,7,7,75,1,,4,3,10,0
20468,uk,60,120,6,3,4,2,3,6,8,4,4,4,5,5,7,6,5,2,7,1,1,7,6,5,5,6,75,1,33,6,3,13,1
20494,uk,150,60,5,3,7,3,5,5,5,5,5,4,6,6,6,5,5,2,6,2,1,8,8,7,4,1,70,2,59,,3,12,1
20522,uk,0,360,5,3,6,2,0,5,7,0,0,0,5,1,1,0,0,1,2,2,2,9,6,8,3,1,75,2,45,,4,19,0
20535,uk,90,600,6,7,5,1,7,8,9,3,3,5,7,3,9,5,0,2,9,2,2,7,7,0,7,7,70,1,42,6,1,16,1
20572,uk,60,540,3,5,5,2,3,7,7,3,3,1,8,,9,5,5,3,8,2,2,0,8,0,7,7,65,2,56,,3,12,1
20638,uk,60,,7,7,6,2,5,6,7,3,3,4,5,6,8,7,7,3,8,2,1,8,7,7,3,5,75,2,66,5,5,15,0
20643,uk,720,90,4,1,4,2,6,6,5,7,6,3,7,,7,4,1,2,8,2,2,9,2,10,2,1,70,2,68,1,3,23,1
20652,uk,30,600,3,3,3,3,8,7,6,2,2,2,6,5,2,1,1,1,3,3,3,7,3,2,7,7,60,2,53,6,4,12,1
20730,uk,300,120,8,5,7,1,2,4,5,1,1,1,3,5,8,5,3,1,8,2,2,10,7,7,7,6,75,2,46,4,3,13,1
20732,uk,60,240,5,7,7,2,2,3,6,2,2,4,5,2,9,3,2,2,9,1,1,6,3,6,5,6,75,2,42,6,3,18,1
20786,uk,60,120,6,6,4,3,2,5,8,2,3,3,3,4,9,5,5,2,9,4,1,8,5,5,5,5,70,2,30,,3,15,1
20818,uk,60,60,7,8,6,2,7,7,8,5,5,5,6,6,7,5,6,4,7,3,2,7,6,6,6,3,70,2,69,4,4,12,0
20910,uk,60,120,7,5,8,2,5,5,6,2,2,0,3,7,9,4,4,2,8,2,2,7,4,4,7,6,80,2,71,,5,19,0
21029,uk,60,60,5,5,5,3,7,5,5,4,6,5,6,7,5,5,6,2,7,3,3,7,5,4,7,7,70,2,68,4,3,12,0
21033,uk,30,180,5,5,4,1,7,7,10,7,5,8,7,1,7,7,7,2,9,4,2,6,6,10,1,1,70,2,50,,3,11,1
21077,uk,30,120,8,8,7,4,2,5,7,2,0,0,0,5,8,5,0,2,8,3,2,5,0,0,7,6,70,1,30,6,4,18,1
21080,uk,30,,4,4,10,2,4,8,5,4,4,4,5,4,10,5,5,3,10,2,2,5,1,5,4,4,68,2,48,4,4,13,1
21145,uk,30,540,4,7,8,2,4,7,8,0,1,1,1,5,10,5,2,4,8,1,2,6,5,0,7,7,70,1,27,6,4,22,1
21149,uk,180,300,6,7,6,2,3,5,4,2,3,5,6,3,4,2,2,1,4,2,3,7,7,5,6,6,75,2,68,,2,19,0
21189,uk,75,720,7,7,8,2,7,8,9,8,7,5,7,7,8,8,8,3,8,2,2,8,3,0,7,7,70,1,46,,3,15,1
21235,uk,30,180,3,5,6,2,7,8,8,6,6,5,9,9,6,7,7,2,8,2,2,9,4,6,5,6,70,1,72,,4,12,0
21238,uk,60,120,7,8,8,1,5,7,7,4,4,5,7,7,8,6,6,3,7,2,2,8,7,3,6,6,75,1,62,4,4,16,0
21255,uk,90,60,8,8,8,1,6,9,8,3,2,2,5,5,9,4,5,3,9,1,2,8,8,0,7,7,65,1,62,,2,17,0
21288,uk,90,120,5,5,5,1,8,8,8,8,7,4,7,8,8,7,7,3,9,2,3,9,6,7,5,6,70,1,71,,4,15,0
21294,uk,0,300,5,5,6,4,5,5,5,5,5,5,5,5,5,7,3,2,5,1,2,8,5,1,6,6,70,1,26,6,4,12,0
21373,uk,0,120,8,5,8,3,0,2,4,0,0,0,2,2,5,2,2,2,4,3,2,4,3,4,7,7,75,2,38,6,4,13,1
21395,uk,60,480,3,2,3,3,8,2,9,7,7,5,7,5,8,6,5,4,7,3,2,8,4,8,4,1,50,2,23,6,3,19,1
21490,uk,15,,6,5,5,2,5,7,7,4,4,7,6,5,6,6,5,3,8,3,3,5,4,6,6,6,70,1,64,4,3,10,0
21578,uk,360,,7,6,5,4,0,0,0,0,0,0,,,0,0,0,2,5,4,5,0,,0,7,6,80,2,55,6,3,10,0
21621,uk,90,,0,5,7,3,0,4,7,0,0,0,7,5,7,0,0,2,8,2,3,2,0,1,7,7,60,1,75,,5,10,0
21684,uk,30,60,5,5,7,2,6,3,8,5,5,5,3,5,6,6,4,2,7,2,2,8,5,0,7,7,60,1,68,,2,11,0
21731,uk,60,,2,2,4,3,1,3,5,1,2,1,1,5,3,3,3,1,4,3,4,4,0,6,5,4,65,1,83,5,2,10,0
21751,uk,0,120,9,7,8,1,6,4,3,4,6,1,3,5,9,8,9,3,10,1,1,10,5,8,4,1,70,1,66,1,5,16,1
